ICD-10 code;CCS group;CCS group_description
F175;67;Substance-related mental disorders
F176;67;Substance-related mental disorders
F177;67;Substance-related mental disorders
F178;67;Substance-related mental disorders
F179;67;Substance-related mental disorders
F180;67;Substance-related mental disorders
F181;67;Substance-related mental disorders
F182;67;Substance-related mental disorders
F183;67;Substance-related mental disorders
F184;67;Substance-related mental disorders
F185;67;Substance-related mental disorders
F186;67;Substance-related mental disorders
F187;67;Substance-related mental disorders
F188;67;Substance-related mental disorders
F189;67;Substance-related mental disorders
F190;67;Substance-related mental disorders
F191;67;Substance-related mental disorders
F192;67;Substance-related mental disorders
F193;67;Substance-related mental disorders
F194;67;Substance-related mental disorders
F195;67;Substance-related mental disorders
F196;67;Substance-related mental disorders
F197;67;Substance-related mental disorders
F198;67;Substance-related mental disorders
F199;67;Substance-related mental disorders
F55;67;Substance-related mental disorders
R781;67;Substance-related mental disorders
R782;67;Substance-related mental disorders
R783;67;Substance-related mental disorders
R784;67;Substance-related mental disorders
F00;68;Senility and organic mental disorders
F01;68;Senility and organic mental disorders
F010;68;Senility and organic mental disorders
F011;68;Senility and organic mental disorders
F012;68;Senility and organic mental disorders
F013;68;Senility and organic mental disorders
F018;68;Senility and organic mental disorders
F019;68;Senility and organic mental disorders
F02;68;Senility and organic mental disorders
F03;68;Senility and organic mental disorders
F04;68;Senility and organic mental disorders
F05;68;Senility and organic mental disorders
F050;68;Senility and organic mental disorders
F051;68;Senility and organic mental disorders
F058;68;Senility and organic mental disorders
F059;68;Senility and organic mental disorders
F06;68;Senility and organic mental disorders
F060;68;Senility and organic mental disorders
F061;68;Senility and organic mental disorders
F062;68;Senility and organic mental disorders
F063;68;Senility and organic mental disorders
F064;68;Senility and organic mental disorders
F065;68;Senility and organic mental disorders
F066;68;Senility and organic mental disorders
F067;68;Senility and organic mental disorders
F068;68;Senility and organic mental disorders
F069;68;Senility and organic mental disorders
F07;68;Senility and organic mental disorders
F070;68;Senility and organic mental disorders
F071;68;Senility and organic mental disorders
F072;68;Senility and organic mental disorders
F078;68;Senility and organic mental disorders
F079;68;Senility and organic mental disorders
F09;68;Senility and organic mental disorders
F53;68;Senility and organic mental disorders
F530;68;Senility and organic mental disorders
F531;68;Senility and organic mental disorders
F538;68;Senility and organic mental disorders
F539;68;Senility and organic mental disorders
G30;68;Senility and organic mental disorders
G300;68;Senility and organic mental disorders
G301;68;Senility and organic mental disorders
G308;68;Senility and organic mental disorders
G309;68;Senility and organic mental disorders
G31;68;Senility and organic mental disorders
G310;68;Senility and organic mental disorders
G311;68;Senility and organic mental disorders
R54;68;Senility and organic mental disorders
F30;69;Affective disorders
F300;69;Affective disorders
F301;69;Affective disorders
F302;69;Affective disorders
F308;69;Affective disorders
F309;69;Affective disorders
F31;69;Affective disorders
F310;69;Affective disorders
F311;69;Affective disorders
F312;69;Affective disorders
F313;69;Affective disorders
F314;69;Affective disorders
F315;69;Affective disorders
F316;69;Affective disorders
F317;69;Affective disorders
F318;69;Affective disorders
F319;69;Affective disorders
F32;69;Affective disorders
F320;69;Affective disorders
F321;69;Affective disorders
F322;69;Affective disorders
F323;69;Affective disorders
F328;69;Affective disorders
F329;69;Affective disorders
F33;69;Affective disorders
F330;69;Affective disorders
F331;69;Affective disorders
F332;69;Affective disorders
F333;69;Affective disorders
F334;69;Affective disorders
F338;69;Affective disorders
F339;69;Affective disorders
F34;69;Affective disorders
F340;69;Affective disorders
F341;69;Affective disorders
F348;69;Affective disorders
F349;69;Affective disorders
F38;69;Affective disorders
F380;69;Affective disorders
F381;69;Affective disorders
F388;69;Affective disorders
F39;69;Affective disorders
F412;69;Affective disorders
F20;70;Schizophrenia and related disorders
F200;70;Schizophrenia and related disorders
F201;70;Schizophrenia and related disorders
F202;70;Schizophrenia and related disorders
F203;70;Schizophrenia and related disorders
F204;70;Schizophrenia and related disorders
F205;70;Schizophrenia and related disorders
F206;70;Schizophrenia and related disorders
F208;70;Schizophrenia and related disorders
F209;70;Schizophrenia and related disorders
F21;70;Schizophrenia and related disorders
F231;70;Schizophrenia and related disorders
F232;70;Schizophrenia and related disorders
F25;70;Schizophrenia and related disorders
F250;70;Schizophrenia and related disorders
F251;70;Schizophrenia and related disorders
F252;70;Schizophrenia and related disorders
F258;70;Schizophrenia and related disorders
F259;70;Schizophrenia and related disorders
F22;71;Other psychoses
F220;71;Other psychoses
F228;71;Other psychoses
F229;71;Other psychoses
F23;71;Other psychoses
F230;71;Other psychoses
F233;71;Other psychoses
F238;71;Other psychoses
F239;71;Other psychoses
F24;71;Other psychoses
F28;71;Other psychoses
F29;71;Other psychoses
R410;71;Other psychoses
F40;72;Anxiety, somatoform, dissociative, and personality disorders
F400;72;Anxiety, somatoform, dissociative, and personality disorders
F401;72;Anxiety, somatoform, dissociative, and personality disorders
F402;72;Anxiety, somatoform, dissociative, and personality disorders
F408;72;Anxiety, somatoform, dissociative, and personality disorders
F409;72;Anxiety, somatoform, dissociative, and personality disorders
F41;72;Anxiety, somatoform, dissociative, and personality disorders
F410;72;Anxiety, somatoform, dissociative, and personality disorders
F411;72;Anxiety, somatoform, dissociative, and personality disorders
F413;72;Anxiety, somatoform, dissociative, and personality disorders
F418;72;Anxiety, somatoform, dissociative, and personality disorders
F419;72;Anxiety, somatoform, dissociative, and personality disorders
F42;72;Anxiety, somatoform, dissociative, and personality disorders
F420;72;Anxiety, somatoform, dissociative, and personality disorders
F421;72;Anxiety, somatoform, dissociative, and personality disorders
F422;72;Anxiety, somatoform, dissociative, and personality disorders
F428;72;Anxiety, somatoform, dissociative, and personality disorders
F429;72;Anxiety, somatoform, dissociative, and personality disorders
F43;72;Anxiety, somatoform, dissociative, and personality disorders
F430;72;Anxiety, somatoform, dissociative, and personality disorders
F431;72;Anxiety, somatoform, dissociative, and personality disorders
F432;72;Anxiety, somatoform, dissociative, and personality disorders
F438;72;Anxiety, somatoform, dissociative, and personality disorders
F439;72;Anxiety, somatoform, dissociative, and personality disorders
F44;72;Anxiety, somatoform, dissociative, and personality disorders
F440;72;Anxiety, somatoform, dissociative, and personality disorders
F441;72;Anxiety, somatoform, dissociative, and personality disorders
F442;72;Anxiety, somatoform, dissociative, and personality disorders
F443;72;Anxiety, somatoform, dissociative, and personality disorders
F444;72;Anxiety, somatoform, dissociative, and personality disorders
F445;72;Anxiety, somatoform, dissociative, and personality disorders
F446;72;Anxiety, somatoform, dissociative, and personality disorders
F447;72;Anxiety, somatoform, dissociative, and personality disorders
F448;72;Anxiety, somatoform, dissociative, and personality disorders
F449;72;Anxiety, somatoform, dissociative, and personality disorders
F45;72;Anxiety, somatoform, dissociative, and personality disorders
F450;72;Anxiety, somatoform, dissociative, and personality disorders
F451;72;Anxiety, somatoform, dissociative, and personality disorders
F452;72;Anxiety, somatoform, dissociative, and personality disorders
F453;72;Anxiety, somatoform, dissociative, and personality disorders
F454;72;Anxiety, somatoform, dissociative, and personality disorders
F458;72;Anxiety, somatoform, dissociative, and personality disorders
F459;72;Anxiety, somatoform, dissociative, and personality disorders
F48;72;Anxiety, somatoform, dissociative, and personality disorders
F480;72;Anxiety, somatoform, dissociative, and personality disorders
F481;72;Anxiety, somatoform, dissociative, and personality disorders
F488;72;Anxiety, somatoform, dissociative, and personality disorders
F489;72;Anxiety, somatoform, dissociative, and personality disorders
F51;72;Anxiety, somatoform, dissociative, and personality disorders
F510;72;Anxiety, somatoform, dissociative, and personality disorders
F511;72;Anxiety, somatoform, dissociative, and personality disorders
F512;72;Anxiety, somatoform, dissociative, and personality disorders
F513;72;Anxiety, somatoform, dissociative, and personality disorders
F514;72;Anxiety, somatoform, dissociative, and personality disorders
F515;72;Anxiety, somatoform, dissociative, and personality disorders
F518;72;Anxiety, somatoform, dissociative, and personality disorders
F519;72;Anxiety, somatoform, dissociative, and personality disorders
F60;72;Anxiety, somatoform, dissociative, and personality disorders
F600;72;Anxiety, somatoform, dissociative, and personality disorders
F601;72;Anxiety, somatoform, dissociative, and personality disorders
F602;72;Anxiety, somatoform, dissociative, and personality disorders
F603;72;Anxiety, somatoform, dissociative, and personality disorders
F604;72;Anxiety, somatoform, dissociative, and personality disorders
F605;72;Anxiety, somatoform, dissociative, and personality disorders
F606;72;Anxiety, somatoform, dissociative, and personality disorders
F607;72;Anxiety, somatoform, dissociative, and personality disorders
F608;72;Anxiety, somatoform, dissociative, and personality disorders
F609;72;Anxiety, somatoform, dissociative, and personality disorders
F61;72;Anxiety, somatoform, dissociative, and personality disorders
F62;72;Anxiety, somatoform, dissociative, and personality disorders
F620;72;Anxiety, somatoform, dissociative, and personality disorders
F621;72;Anxiety, somatoform, dissociative, and personality disorders
F628;72;Anxiety, somatoform, dissociative, and personality disorders
F629;72;Anxiety, somatoform, dissociative, and personality disorders
F63;72;Anxiety, somatoform, dissociative, and personality disorders
F630;72;Anxiety, somatoform, dissociative, and personality disorders
F631;72;Anxiety, somatoform, dissociative, and personality disorders
F632;72;Anxiety, somatoform, dissociative, and personality disorders
F633;72;Anxiety, somatoform, dissociative, and personality disorders
F638;72;Anxiety, somatoform, dissociative, and personality disorders
F639;72;Anxiety, somatoform, dissociative, and personality disorders
F68;72;Anxiety, somatoform, dissociative, and personality disorders
F680;72;Anxiety, somatoform, dissociative, and personality disorders
F681;72;Anxiety, somatoform, dissociative, and personality disorders
F688;72;Anxiety, somatoform, dissociative, and personality disorders
F69;72;Anxiety, somatoform, dissociative, and personality disorders
R451;72;Anxiety, somatoform, dissociative, and personality disorders
F84;73;Preadult disorders
F840;73;Preadult disorders
F841;73;Preadult disorders
F842;73;Preadult disorders
F843;73;Preadult disorders
F845;73;Preadult disorders
F848;73;Preadult disorders
F849;73;Preadult disorders
F90;73;Preadult disorders
F900;73;Preadult disorders
F901;73;Preadult disorders
F908;73;Preadult disorders
F909;73;Preadult disorders
F91;73;Preadult disorders
F910;73;Preadult disorders
F911;73;Preadult disorders
F912;73;Preadult disorders
F913;73;Preadult disorders
F918;73;Preadult disorders
F919;73;Preadult disorders
F92;73;Preadult disorders
F920;73;Preadult disorders
F928;73;Preadult disorders
F929;73;Preadult disorders
F93;73;Preadult disorders
F930;73;Preadult disorders
F931;73;Preadult disorders
F932;73;Preadult disorders
F933;73;Preadult disorders
F938;73;Preadult disorders
F939;73;Preadult disorders
F94;73;Preadult disorders
F940;73;Preadult disorders
F941;73;Preadult disorders
F942;73;Preadult disorders
F948;73;Preadult disorders
F949;73;Preadult disorders
F98;73;Preadult disorders
F980;73;Preadult disorders
F981;73;Preadult disorders
F982;73;Preadult disorders
F983;73;Preadult disorders
F984;73;Preadult disorders
F985;73;Preadult disorders
F986;73;Preadult disorders
F988;73;Preadult disorders
F989;73;Preadult disorders
F50;74;Other mental conditions
F500;74;Other mental conditions
F501;74;Other mental conditions
F502;74;Other mental conditions
F503;74;Other mental conditions
F504;74;Other mental conditions
F505;74;Other mental conditions
F508;74;Other mental conditions
F509;74;Other mental conditions
F52;74;Other mental conditions
F520;74;Other mental conditions
F521;74;Other mental conditions
F522;74;Other mental conditions
F523;74;Other mental conditions
F524;74;Other mental conditions
F525;74;Other mental conditions
F526;74;Other mental conditions
F527;74;Other mental conditions
F528;74;Other mental conditions
F529;74;Other mental conditions
F54;74;Other mental conditions
F59;74;Other mental conditions
F64;74;Other mental conditions
F640;74;Other mental conditions
F641;74;Other mental conditions
F642;74;Other mental conditions
F648;74;Other mental conditions
F649;74;Other mental conditions
F65;74;Other mental conditions
F650;74;Other mental conditions
F651;74;Other mental conditions
F652;74;Other mental conditions
F653;74;Other mental conditions
F654;74;Other mental conditions
F655;74;Other mental conditions
F656;74;Other mental conditions
F658;74;Other mental conditions
F659;74;Other mental conditions
F66;74;Other mental conditions
F660;74;Other mental conditions
F661;74;Other mental conditions
F662;74;Other mental conditions
F668;74;Other mental conditions
F669;74;Other mental conditions
F80;74;Other mental conditions
F800;74;Other mental conditions
F801;74;Other mental conditions
F802;74;Other mental conditions
F803;74;Other mental conditions
F808;74;Other mental conditions
F809;74;Other mental conditions
F81;74;Other mental conditions
F810;74;Other mental conditions
F811;74;Other mental conditions
F812;74;Other mental conditions
F813;74;Other mental conditions
F818;74;Other mental conditions
F819;74;Other mental conditions
F82;74;Other mental conditions
F83;74;Other mental conditions
F88;74;Other mental conditions
F89;74;Other mental conditions
F95;74;Other mental conditions
F950;74;Other mental conditions
F951;74;Other mental conditions
F952;74;Other mental conditions
F958;74;Other mental conditions
F959;74;Other mental conditions
F99;74;Other mental conditions
R44;74;Other mental conditions
R440;74;Other mental conditions
R441;74;Other mental conditions
R442;74;Other mental conditions
R443;74;Other mental conditions
R448;74;Other mental conditions
R457;74;Other mental conditions
Z032;75;Personal history of mental disorder, mental and behavioral problems, observation and screening for mental condition
Z133;75;Personal history of mental disorder, mental and behavioral problems, observation and screening for mental condition
Z865;75;Personal history of mental disorder, mental and behavioral problems, observation and screening for mental condition
A203;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A321;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A390;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A391;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A87;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A870;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A871;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A872;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A878;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A879;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
B003;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
B010;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
B021;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
B051;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
B261;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G00;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G000;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G001;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G002;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G003;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G008;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G009;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G02;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G03;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G030;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G031;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G032;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G038;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
G039;76;Meningitis (except that caused by tuberculosis or sexually transmitted disease)
A811;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A83;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A830;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A831;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A832;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A833;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A834;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A835;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A836;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A838;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A839;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A84;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A840;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A841;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A848;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A849;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A85;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A850;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A851;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A852;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A858;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A86;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A922;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B004;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B011;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B020;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B050;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B262;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B582;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B602;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B832;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
B941;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G04;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G040;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G042;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G048;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G049;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G05;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G361;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G373;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G374;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
G933;77;Encephalitis (except that caused by tuberculosis or sexually transmitted disease)
A066;78;Other CNS infection and poliomyelitis
A80;78;Other CNS infection and poliomyelitis
A800;78;Other CNS infection and poliomyelitis
A801;78;Other CNS infection and poliomyelitis
A802;78;Other CNS infection and poliomyelitis
A803;78;Other CNS infection and poliomyelitis
A804;78;Other CNS infection and poliomyelitis
A809;78;Other CNS infection and poliomyelitis
A81;78;Other CNS infection and poliomyelitis
A810;78;Other CNS infection and poliomyelitis
A812;78;Other CNS infection and poliomyelitis
A818;78;Other CNS infection and poliomyelitis
A819;78;Other CNS infection and poliomyelitis
A88;78;Other CNS infection and poliomyelitis
A880;78;Other CNS infection and poliomyelitis
A888;78;Other CNS infection and poliomyelitis
A89;78;Other CNS infection and poliomyelitis
B060;78;Other CNS infection and poliomyelitis
B690;78;Other CNS infection and poliomyelitis
B91;78;Other CNS infection and poliomyelitis
G06;78;Other CNS infection and poliomyelitis
G060;78;Other CNS infection and poliomyelitis
G061;78;Other CNS infection and poliomyelitis
G062;78;Other CNS infection and poliomyelitis
G09;78;Other CNS infection and poliomyelitis
G14;78;Other CNS infection and poliomyelitis
G20;79;Parkinson`s disease
G21;79;Parkinson`s disease
G210;79;Parkinson`s disease
G211;79;Parkinson`s disease
G212;79;Parkinson`s disease
G213;79;Parkinson`s disease
G214;79;Parkinson`s disease
G218;79;Parkinson`s disease
G219;79;Parkinson`s disease
G35;80;Multiple sclerosis
G041;81;Other hereditary and degenerative nervous system conditions
G10;81;Other hereditary and degenerative nervous system conditions
G11;81;Other hereditary and degenerative nervous system conditions
G110;81;Other hereditary and degenerative nervous system conditions
G111;81;Other hereditary and degenerative nervous system conditions
G112;81;Other hereditary and degenerative nervous system conditions
G113;81;Other hereditary and degenerative nervous system conditions
G114;81;Other hereditary and degenerative nervous system conditions
G118;81;Other hereditary and degenerative nervous system conditions
G119;81;Other hereditary and degenerative nervous system conditions
G12;81;Other hereditary and degenerative nervous system conditions
G120;81;Other hereditary and degenerative nervous system conditions
G121;81;Other hereditary and degenerative nervous system conditions
G122;81;Other hereditary and degenerative nervous system conditions
G128;81;Other hereditary and degenerative nervous system conditions
G129;81;Other hereditary and degenerative nervous system conditions
G13;81;Other hereditary and degenerative nervous system conditions
G23;81;Other hereditary and degenerative nervous system conditions
G230;81;Other hereditary and degenerative nervous system conditions
G231;81;Other hereditary and degenerative nervous system conditions
G232;81;Other hereditary and degenerative nervous system conditions
G238;81;Other hereditary and degenerative nervous system conditions
G239;81;Other hereditary and degenerative nervous system conditions
G24;81;Other hereditary and degenerative nervous system conditions
G240;81;Other hereditary and degenerative nervous system conditions
G241;81;Other hereditary and degenerative nervous system conditions
G242;81;Other hereditary and degenerative nervous system conditions
G243;81;Other hereditary and degenerative nervous system conditions
G244;81;Other hereditary and degenerative nervous system conditions
G245;81;Other hereditary and degenerative nervous system conditions
G248;81;Other hereditary and degenerative nervous system conditions
G249;81;Other hereditary and degenerative nervous system conditions
G25;81;Other hereditary and degenerative nervous system conditions
G250;81;Other hereditary and degenerative nervous system conditions
G251;81;Other hereditary and degenerative nervous system conditions
G252;81;Other hereditary and degenerative nervous system conditions
G253;81;Other hereditary and degenerative nervous system conditions
G254;81;Other hereditary and degenerative nervous system conditions
G255;81;Other hereditary and degenerative nervous system conditions
G256;81;Other hereditary and degenerative nervous system conditions
G258;81;Other hereditary and degenerative nervous system conditions
G259;81;Other hereditary and degenerative nervous system conditions
G318;81;Other hereditary and degenerative nervous system conditions
G319;81;Other hereditary and degenerative nervous system conditions
G32;81;Other hereditary and degenerative nervous system conditions
G90;81;Other hereditary and degenerative nervous system conditions
G900;81;Other hereditary and degenerative nervous system conditions
G901;81;Other hereditary and degenerative nervous system conditions
G902;81;Other hereditary and degenerative nervous system conditions
G903;81;Other hereditary and degenerative nervous system conditions
G904;81;Other hereditary and degenerative nervous system conditions
G908;81;Other hereditary and degenerative nervous system conditions
G909;81;Other hereditary and degenerative nervous system conditions
G91;81;Other hereditary and degenerative nervous system conditions
G910;81;Other hereditary and degenerative nervous system conditions
G911;81;Other hereditary and degenerative nervous system conditions
G912;81;Other hereditary and degenerative nervous system conditions
G913;81;Other hereditary and degenerative nervous system conditions
G918;81;Other hereditary and degenerative nervous system conditions
G919;81;Other hereditary and degenerative nervous system conditions
G937;81;Other hereditary and degenerative nervous system conditions
G80;82;Paralysis
G800;82;Paralysis
G801;82;Paralysis
G802;82;Paralysis
G803;82;Paralysis
G804;82;Paralysis
G808;82;Paralysis
G809;82;Paralysis
G81;82;Paralysis
G810;82;Paralysis
G811;82;Paralysis
G819;82;Paralysis
G82;82;Paralysis
G820;82;Paralysis
G821;82;Paralysis
G822;82;Paralysis
G823;82;Paralysis
G824;82;Paralysis
G825;82;Paralysis
G83;82;Paralysis
G830;82;Paralysis
G831;82;Paralysis
G832;82;Paralysis
G833;82;Paralysis
G834;82;Paralysis
G838;82;Paralysis
G839;82;Paralysis
G40;83;"Epilepsy; convulsions"
G400;83;"Epilepsy; convulsions"
G401;83;"Epilepsy; convulsions"
G402;83;"Epilepsy; convulsions"
G403;83;"Epilepsy; convulsions"
G404;83;"Epilepsy; convulsions"
G405;83;"Epilepsy; convulsions"
G406;83;"Epilepsy; convulsions"
G407;83;"Epilepsy; convulsions"
G408;83;"Epilepsy; convulsions"
G409;83;"Epilepsy; convulsions"
G41;83;"Epilepsy; convulsions"
G410;83;"Epilepsy; convulsions"
G411;83;"Epilepsy; convulsions"
G412;83;"Epilepsy; convulsions"
G418;83;"Epilepsy; convulsions"
G419;83;"Epilepsy; convulsions"
R56;83;"Epilepsy; convulsions"
R560;83;"Epilepsy; convulsions"
R568;83;"Epilepsy; convulsions"
G43;84;"Headache; including migraine"
G430;84;"Headache; including migraine"
G431;84;"Headache; including migraine"
G432;84;"Headache; including migraine"
G433;84;"Headache; including migraine"
G438;84;"Headache; including migraine"
G439;84;"Headache; including migraine"
G44;84;"Headache; including migraine"
G440;84;"Headache; including migraine"
G441;84;"Headache; including migraine"
G442;84;"Headache; including migraine"
G443;84;"Headache; including migraine"
G444;84;"Headache; including migraine"
G448;84;"Headache; including migraine"
R51;84;"Headache; including migraine"
G931;85;"Coma; stupor; and brain damage"
R40;85;"Coma; stupor; and brain damage"
R400;85;"Coma; stupor; and brain damage"
R401;85;"Coma; stupor; and brain damage"
R402;85;"Coma; stupor; and brain damage"
H25;86;Cataract
H250;86;Cataract
H251;86;Cataract
H252;86;Cataract
H258;86;Cataract
H259;86;Cataract
H26;86;Cataract
H260;86;Cataract
H261;86;Cataract
H262;86;Cataract
H263;86;Cataract
H264;86;Cataract
H268;86;Cataract
H269;86;Cataract
H28;86;Cataract
G453;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H33;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H330;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H331;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H332;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H333;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H334;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H335;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H34;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H340;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H341;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H342;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H348;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H349;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H35;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H350;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H351;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H352;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H353;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H354;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H355;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H356;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H357;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H358;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H359;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H36;87;"Retinal detachments; defects; vascular occlusion; and retinopathy"
H40;88;Glaucoma
H400;88;Glaucoma
H401;88;Glaucoma
H402;88;Glaucoma
H403;88;Glaucoma
H404;88;Glaucoma
H405;88;Glaucoma
H406;88;Glaucoma
H408;88;Glaucoma
H409;88;Glaucoma
H42;88;Glaucoma
H52;89;Blindness and vision defects
H520;89;Blindness and vision defects
H521;89;Blindness and vision defects
H522;89;Blindness and vision defects
H523;89;Blindness and vision defects
H524;89;Blindness and vision defects
H525;89;Blindness and vision defects
H526;89;Blindness and vision defects
H527;89;Blindness and vision defects
H53;89;Blindness and vision defects
H530;89;Blindness and vision defects
H531;89;Blindness and vision defects
H532;89;Blindness and vision defects
H533;89;Blindness and vision defects
H534;89;Blindness and vision defects
H535;89;Blindness and vision defects
H536;89;Blindness and vision defects
H538;89;Blindness and vision defects
H539;89;Blindness and vision defects
H54;89;Blindness and vision defects
H540;89;Blindness and vision defects
H541;89;Blindness and vision defects
H542;89;Blindness and vision defects
H543;89;Blindness and vision defects
H544;89;Blindness and vision defects
H545;89;Blindness and vision defects
H546;89;Blindness and vision defects
H547;89;Blindness and vision defects
H549;89;Blindness and vision defects
A211;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
A71;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
A710;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
A711;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
A719;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
A74;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
A740;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
